courseCode,title,cycle,section,credits,session,grading,teacher,language,grade,numReviews
CS-233(a),Introduction to machine learning,bachelor,IN,4,Winter,Written,Salzmann,EN,0.0,0
CS-233(b),Introduction to machine learning,bachelor,IN,4,Summer,Written,Fua,EN,0.0,0
ENV-300,Pollutants analysis in the environment,bachelor,SIE,3,Winter,During the semester,"Breider, Ludwig, Mulattieri",FR/EN,0.0,0
ENV-301,Sites remediation,bachelor,SIE,3,Winter,Written,"Barry, Holliger",FR/EN,0.0,0
ENV-361,Urban and regional planning and Management,bachelor,SIE,3,Summer,Written,Leroy,FR,0.0,0
MATH-203(c),Analysis III,bachelor,MA,4,Winter,Written,"Tione, Widmayer",FR,0.0,0
ENG-272,Fluid mechanics,bachelor,SIE,5,Summer,Written,Porté Agel,EN,0.0,0
ENV-200,Environmental chemistry,bachelor,SIE,5,Winter,Written,"Kohn, von Gunten",EN,0.0,0
ENV-220,Fundamentals in ecology,bachelor,SIE,5,Summer,Written,"Battin, Grossiord",EN,0.0,0
ENV-202,Microbiology for engineers ,bachelor,SIE,5,Summer,Written,"Bernier-Latmani, Holliger, Maillard",FR/EN,0.0,0
ENV-222,Soil sciences,bachelor,SIE,5,Winter,Written,"Barry, Bullinger",FR/EN,0.0,0
ENG-270,Information technology for environment engineer,bachelor,SIE,6,Winter,During the semester,Lochmatter,FR,0.0,0
ME-321,Control systems + TP,bachelor,GM,4,Winter,Written,"Jones, Salzmann",EN,0.0,0
EE-334,Digital systems design,bachelor,EL,4,Winter,During the semester,Burg,EN,0.0,0
EE-360,Energy conversion,bachelor,EL,4,Winter,During the semester,"Hodder, Matioli, Paolone",FR,0.0,0
EE-312,Matrix analysis,bachelor,EL,4,Summer,Written,Vandergheynst,FR,0.0,0
EE-310,Microprogrammed Embedded Systems,bachelor,EL,4,Winter,Oral,Atienza Alonso,FR/EN,0.0,0
EE-399,Project in Electrical Engineering,bachelor,EL,7,Summer,During the semester,Profs divers,FR/EN,0.0,0
EE-350,Signal processing,bachelor,EL,4,Winter,During the semester,"Frossard, Thiran",FR,0.0,0
EE-361,Electrical machines,bachelor,EL,3,Summer,Written,Hodder,FR,0.0,0
EE-370,Electric power systems,bachelor,EL,3,Winter,Written,Cherkaoui,FR,0.0,0
EE-348,Electroacoustics,bachelor,EL,3,Winter,Written,Lissek,FR,0.0,0
EE-336,Electronic circuits and systems,bachelor,EL,3,Winter,Written,"Ionescu, Kayal",FR,0.0,0
EE-320,IC design I,bachelor,EL,3,Winter,Written,Shoaran,EN,0.0,0
EE-330,IC design II,bachelor,EL,3,Summer,Written,Schmid,EN,0.0,0
EE-340,Introduction to photonics,bachelor,EL,3,Summer,Oral,Thévenaz,FR,0.0,0
EE-371,Power distribution networks,bachelor,EL,3,Winter,Written,Paolone,FR,0.0,0
EE-345,Radiation and antennas,bachelor,EL,3,Winter,Written,Skrivervik Favre,FR,0.0,0
EE-311,Fundamentals of machine learning,bachelor,EL,4,Summer,Written,Liebling,FR,0.0,0
EE-390(a),Lab in digital systems design,bachelor,EL,3,Summer,During the semester,"Atienza Alonso, Peon Quiros",FR/EN,0.0,0
EE-390(b),Lab in energy conversion,bachelor,EL,3,Summer,During the semester,"Hodder, Paolone",FR,0.0,0
EE-390(c),Lab in information technologies,bachelor,EL,3,Summer,During the semester,"Allenbach, Brès, Burg, Lissek, Thiran, Thévenaz",FR,0.0,0
EE-333,Micro and nanoelectronic devices,bachelor,EL,4,Summer,Written,Ionescu,FR,0.0,0
EE-365,Power electronics,bachelor,EL,4,Summer,During the semester,Dujic,EN,0.0,0
EE-342,Systèmes de télécommunications,bachelor,EL,4,Summer,Written,Gaumier,FR,0.0,0
MATH-202(c),Analysis III,bachelor,MA,5,Winter,Written,Cibils,FR,0.0,0
MATH-207(c),Analysis IV,bachelor,MA,4,Summer,Written,Cibils,FR,0.0,0
PHYS-201(d),General physics: electromagnetism,bachelor,PH,6,Winter,Written,Grundler,EN,0.0,0
MATH-251(b),Numerical analysis,bachelor,MA,4,Summer,Written,Picasso,FR,0.0,0
MATH-234(d),Probabilities and statistics ,bachelor,MA,4,Winter,Written,Wilhelm,FR,0.0,0
ENG-209,Data science for engineers with Python,bachelor,EL,3,Winter,During the semester,"Bouillet, Pellet, Verscheure",FR,0.0,0
EE-200,Electromagnetics I : Transmission lines and waves,bachelor,EL,3,Winter,Written,Fleury,FR,0.0,0
EE-201,Electromagnetics II : field computation,bachelor,EL,3,Summer,Written,Fleury,FR,0.0,0
EE-202,Electronics I,bachelor,EL,4,Winter,Written,"Koukab, Meinen",FR,0.0,0
EE-203,Electronics II,bachelor,EL,4,Summer,Written,"Koukab, Lacour, Meinen",FR,0.0,0
EE-209,Elements of statistics for data science,bachelor,EL,3,Summer,Written,Obozinski,FR,0.0,0
EE-207,Logic systems,bachelor,EL,3,Winter,During the semester,Schmid,FR,0.0,0
EE-208,Microcontrollers and digital systems,bachelor,EL,3,Summer,Written,Schmid,FR,0.0,0
EE-205,Signals and systems,bachelor,SC,4,Summer,Written,Shkel,EN,0.0,0
MICRO-313,Actuators and Electromagnetic systems I,bachelor,MT,,,,"Köchli, Perriard",FR,0.0,0
MICRO-314,Actuators and Electromagnetic systems II,bachelor,MT,7,Summer,Written,"Hodder, Köchli, Perriard",FR,0.0,0
ME-326,Control systems and discrete-time control,bachelor,GM,6,Winter,Written,"Karimi, Salzmann",FR,0.0,0
MICRO-310(a),Signals and systems I,bachelor,MT,4,Winter,Written,Unser,FR,0.0,0
MICRO-311(a),Signals and systems II,bachelor,MT,4,Summer,Written,Unser,FR,0.0,0
MICRO-315,Embedded Systems and Robotics,bachelor,MT,7,Summer,During the semester,Mondada,FR,0.0,0
MICRO-321,Optical engineering 
,bachelor,MT,6,Winter,Written,"Achouri, Martin",FR,0.0,0
MICRO-312,Physics of semiconductors devices,bachelor,MT,4,Winter,Written,Besse,FR,0.0,0
MICRO-332(a),Manufacturing DLLs,bachelor,MT,,,,"Bellouard, Brugger, Gijs, Sayah, Subramanian",EN,0.0,0
MICRO-332(b),Manufacturing DLLs,bachelor,MT,5,Summer,During the semester,"Bellouard, Brugger, Gijs, Sayah, Subramanian",EN,0.0,0
MICRO-301,Manufacturing technologies,bachelor,MT,4,Summer,Written,"Bellouard, Subramanian",EN,0.0,0
MICRO-331,Microfabrication technologies,bachelor,MT,4,Winter,Written,"Brugger, Gijs",EN,0.0,0
MICRO-330,Sensors,bachelor,MT,5,Summer,Written,"Boero, Renaud",FR,0.0,0
MICRO-211,Analog circuits and systems,bachelor,MT,4,Summer,Written,Enz,EN,0.0,0
MATH-212,Analyse numérique et optimisation,bachelor,MA,6,Summer,Written,Picasso,FR,0.0,0
MATH-203(a),Analysis III,bachelor,MA,4,Winter,Written,Antolin Sanchez,EN,0.0,0
MATH-207(a),Analysis IV,bachelor,MA,4,Summer,Written,Licht,EN,0.0,0
PHYS-201(c),General physics : electromagnetism,bachelor,PH,6,Winter,Written,Boero,FR,0.0,0
EE-110,Logic systems,bachelor,EL,3,Winter,During the semester,Schmid,FR,0.0,0
MICRO-200,Mechanism Design I,bachelor,MT,6,Winter,Written,"Briand, Shea",FR,0.0,0
MICRO-201,Mechanism Design II,bachelor,MT,6,Summer,During the semester,Henein,FR,0.0,0
MICRO-210,Microcontrollers,bachelor,MT,3,Summer,During the semester,Schmid,FR,0.0,0
MSE-214,Mise en oeuvre des matériaux I,bachelor,MX,3,Winter,During the semester,"Klok, Stuer",FR/EN,0.0,0
MSE-215,Mise en oeuvre des matériaux II,bachelor,MX,3,Summer,During the semester,"Bourban, Logé, Stuer",FR,0.0,0
COM-302,Principles of digital communications,bachelor,SC,6,Summer,Written,Telatar,EN,0.0,0
COM-303,Signal processing for communications,bachelor,SC,6,Summer,Written,"Fageot, Prandoni",EN,0.0,0
COM-300,Stochastic models in communication,bachelor,SC,6,Winter,Written,Thiran,FR,0.0,0
MATH-310,Algebra,bachelor,MA,3,Winter,Written,Lachowska,EN,0.0,0
COM-301,Computer security,bachelor,SC,4,Winter,During the semester,González Troncoso,EN,0.0,0
COM-307,Project in communication systems I,bachelor,SC,8,Winter/Summer,During the semester,Profs divers,FR,0.0,0
CS-330,Artificial intelligence,bachelor,IN,4,Summer,During the semester,Faltings,FR,0.0,0
CS-209,Computer architecture II,bachelor,IN,4,Summer,Written,Ienne,EN,0.0,0
CS-320,Computer language processing,bachelor,IN,6,Winter,During the semester,Kuncak,EN,0.0,0
EE-202(b),Electronics I,bachelor,EL,4,Winter,During the semester,Zysman,FR,0.0,0
EE-203(b),Electronics II,bachelor,EL,4,Winter,During the semester,Zysman,FR,0.0,0
EE-381,Electronics III,bachelor,EL,3,Summer,During the semester,Zysman,FR,0.0,0
CS-210,Functional programming,bachelor,IN,5,Winter,During the semester,"Kuncak, Odersky",EN,0.0,0
CS-213,Human computer interaction,bachelor,IN,5,Summer,Written,Dillenbourg,FR,0.0,0
COM-308,Internet analytics,bachelor,SC,5,Summer,During the semester,Grossglauser,EN,0.0,0
CS-341,Introduction to computer graphics,bachelor,IN,6,Summer,Written,,EN,0.0,0
CS-322,Introduction to database systems,bachelor,IN,4,Summer,Written,"Ailamaki, Koch",EN,0.0,0
BIO-109,Introduction to life sciences,bachelor,SV,6,Summer,Written,Zufferey,FR,0.0,0
CS-307,Introduction to multiprocessor architecture,bachelor,IN,4,Winter,During the semester,Falsafi,EN,0.0,0
CS-323,Introduction to operating systems,bachelor,IN,5,Winter,Written,"Kashyap, Payer",EN,0.0,0
CS-358,Making intelligent things,bachelor,IN,6,Summer,During the semester,Koch,EN,0.0,0
CS-328,Numerical methods for visual computing and ML,bachelor,IN,4,Winter,Written,Jakob,EN,0.0,0
CS-206,Parallelism and concurrency,bachelor,IN,4,Summer,During the semester,"Kashyap, Odersky",EN,0.0,0
CS-309,Projet de systems-on-chip,bachelor,IN,3,Summer,During the semester,Beuchat,FR,0.0,0
CS-308,Quantum computation,bachelor,SC,4,Summer,Written,Macris,FR,0.0,0
COM-309,Quantum information processing,bachelor,SC,4,Winter,Written,Macris,FR,0.0,0
CS-306,Software development project,bachelor,IN,4,Summer,During the semester,Candea,EN,0.0,0
CS-305,Software engineering,bachelor,IN,4,Winter,During the semester,Candea,EN,0.0,0
CS-212,System programming project,bachelor,IN,2,Summer,During the semester,"Bugnion, Chappelier",FR,0.0,0
CS-234,Technologies for democratic society,bachelor,IN,5,Winter,Written,Ford,EN,0.0,0
COM-208,Computer networks,bachelor,SC,5,Winter,Written,Argyraki,EN,0.0,0
MATH-232,Probabilities and statistics,bachelor,MA,6,Summer,Written,"Abbé, Berthier",EN,0.0,0
CS-208,Computer architecture I,bachelor,IN,4,Winter,Written,Stojilovic,EN,0.0,0
CS-207,System oriented programming ,bachelor,IN,3,Summer,During the semester,Chappelier,FR,0.0,0
CS-251,Theory of computation,bachelor,IN,4,Summer,Written,Göös,EN,0.0,0
PHYS-114,General physics: electromagnetism,bachelor,PH,4,Winter,Written,Shchutska,EN,0.0,0
BIO-341,Dynamical systems in biology,bachelor,SV,4,Winter,Written,Naef,FR,0.0,0
EE-295,Electrical systems and electronics I,bachelor,EL,4,Winter,Written,"Guiducci, Koukab, Meinen",FR,0.0,0
MICRO-310(b),Signals and systems I,bachelor,MT,4,Winter,Written,Unser,FR,0.0,0
MICRO-311(b),Signals and systems II,bachelor,EL,4,Summer,Written,Unser,FR,0.0,0
EE-296,Electrical systems and electronics II,bachelor,EL,4,Summer,During the semester,"Koukab, Meinen",FR,0.0,0
BIOENG-399,Immunoengineering,bachelor,SV,4,Summer,Written,Tang,EN,0.0,0
BIOENG-315,Materials science for bioengineers,bachelor,SV,4,Winter,Written,Ghezzi,EN,0.0,0
ME-231(b),Structural mechanics for SV,bachelor,SV,4,Winter,Written,Fantner,EN,0.0,0
BIOENG-320,Synthetic biology,bachelor,SV,4,Summer,Written,"Barth, Hatzimanikatis",EN,0.0,0
BIO-221,Cell and developmental biology for engineers,bachelor,SV,4,Winter,During the semester,"Gönczy, Oates",EN,0.0,0
BIO-310,Immunology,bachelor,SV,4,Winter,Written,"Lemaitre, Suter",FR,0.0,0
BIO-372,Microbiology,bachelor,SV,4,Summer,During the semester,McKinney,EN,0.0,0
BIO-320,Morphology I,bachelor,SV,4,Winter,Written,Zufferey,FR,0.0,0
BIO-321,Morphology II,bachelor,SV,4,Summer,Written,Zufferey,FR,0.0,0
BIO-311,Neuroscience,bachelor,SV,4,Winter,Written,"Mathis, Schneggenburger",EN,0.0,0
BIO-392,Oncology,bachelor,SV,4,Summer,Written,"Constam, De Palma",EN,0.0,0
BIO-373,Genetics and genomics,bachelor,SV,4,Winter,Written,"Deplancke, Fellay",EN,0.0,0
BIO-322,Introduction to machine learning for bioengineers,bachelor,SV,4,Winter,Written,Brea,EN,0.0,0
BIO-244,Physics of the cell,bachelor,SV,4,Summer,During the semester,Persat,EN,0.0,0
BIO-369,Randomness and information in biological data,bachelor,SV,4,Summer,Written,Bitbol,EN,0.0,0
BIOENG-390,Bachelor project in Life sciences,bachelor,SV,6,Summer,During the semester,Profs divers,EN,0.0,0
BIO-377,Physiology by systems
,bachelor,SV,4,Summer,Written,Roy,FR,0.0,0
BIO-378,Physiology lab I,bachelor,SV,,,,Pexieder,FR,0.0,0
BIO-379,Physiology lab II
,bachelor,SV,6,Summer,Oral,Pexieder,FR,0.0,0
PHYS-201(a),General physics : electromagnetism,bachelor,PH,6,Winter,Written,"Fasoli, Loizu Cisquella",FR,0.0,0
PHYS-207(a),General physics : quanta,bachelor,PH,4,Summer,Written,Savona,FR,0.0,0
MATH-251(c),Numerical analysis,bachelor,MA,4,Summer,Written,Deparis,FR,0.0,0
MATH-231,Probabilities and statistics I,bachelor,MA,4,Winter,Written,Goldstein,EN,0.0,0
MATH-236,Probabilities and statistics II,bachelor,MA,4,Summer,Written,Goldstein,EN,0.0,0
BIO-212,Biological chemistry I,bachelor,SV,3,Winter,Written,"D'Angelo, Ferreira De Sousa Correia",EN,0.0,0
BIO-213,Biological chemistry II,bachelor,SV,3,Summer,Written,"D'Angelo, Ferreira De Sousa Correia",EN,0.0,0
BIO-205,Cellular and molecular biology I,bachelor,SV,3,Winter,Written,"Oricchio, Suter",EN,0.0,0
BIO-207,Cellular and Molecular Biology II,bachelor,SV,3,Summer,Written,Zufferey,FR,0.0,0
BIOENG-312,Fluid mechanics for SV,bachelor,SV,4,Summer,Written,Stergiopulos,EN,0.0,0
BIO-203,Integrated labo in Life sciences I,bachelor,SV,,,,Grisoni-Neupert,FR,0.0,0
BIO-204,Integrated labo in Life sciences II,bachelor,SV,6,Summer,During the semester,Grisoni-Neupert,FR,0.0,0
BIO-210,Projects in informatics for SV,bachelor,SV,4,Winter,During the semester,Mathis,EN,0.0,0
CH-234,Organic functions and reactions II,bachelor,CGC,2,Winter,Written,Bobbink,FR,0.0,0
CH-220,Preparative chemistry I,bachelor,CGC,4,Winter,During the semester,"Cramer, Dyson",FR,0.0,0
CH-313,Chemical biology,bachelor,CGC,2,Winter,Written,Aye,EN,0.0,0
CH-317,Drug discovery and development,bachelor,CGC,2,Summer,Written,Heinis,EN,0.0,0
CH-312,Dynamics of biomolecular processes,bachelor,CGC,2,Summer,Written,Fierz,EN,0.0,0
CH-319,Experimental biochemistry and biophysics,bachelor,CGC,4,Summer,During the semester,Hovius,EN,0.0,0
CH-311,Macromolecular structure and interactions,bachelor,CGC,2,Winter,Written,Fierz,EN,0.0,0
CH-335,Asymmetric synthesis and retrosynthesis,bachelor,CGC,4,Summer,Oral,"Gerber, Nicolai",FR,0.0,0
CH-332,Medicinal chemistry,bachelor,CGC,2,Summer,Written,Aye,EN,0.0,0
CH-329,Preparative chemistry II,bachelor,CGC,6,Summer,During the semester,"Hu, Severin",FR,0.0,0
CH-352,Introduction to cheminformatics,bachelor,CGC,3,Summer,During the semester,Patiny,FR,0.0,0
CH-353,Introduction to electronic structure methods,bachelor,CGC,4,Winter,During the semester,Röthlisberger,EN,0.0,0
CH-351,Molecular dynamics and Monte-Carlo simulations,bachelor,CGC,2,Summer,During the semester,Röthlisberger,FR,0.0,0
CH-359,Project of Computational chemistry,bachelor,CGC,3,Summer,During the semester,"Corminboeuf, Röthlisberger, Smit, Vanicek",FR,0.0,0
CH-401,Advanced nuclear magnetic resonance,bachelor,CGC,3,Summer,Written,Emsley,EN,0.0,0
CH-340,Methods in spectroscopy and dynamics,bachelor,CGC,3,Summer,During the semester,Osterwalder,EN,0.0,0
MSE-322,Building materials + Laboratory work,bachelor,MX,4,Summer,Oral,"Boehm Courjault, Scrivener, Sofia",FR,0.0,0
MSE-326,Ceramic and colloidal processing,bachelor,MX,4,Winter,Oral,"Bowen, Testino",EN,0.0,0
MSE-311,Corrosion and protection of metals + Laboratory Work,bachelor,MX,3,Summer,Oral,Mischler,FR,0.0,0
MSE-306,Crystalline materials: structures and properties,bachelor,MX,5,Summer,Written,Stolichnov,EN,0.0,0
MSE-310,Deformation of materials,bachelor,MX,4,Winter,Oral,Logé,FR,0.0,0
ME-373,Finite element modelling and simulation,bachelor,GM,3,Summer,During the semester,Boujo,FR,0.0,0
MSE-305,Introduction to atomic-scale modeling,bachelor,MX,2,Summer,During the semester,Ceriotti,EN,0.0,0
MSE-352,Introduction to microscopy + Laboratory work,bachelor,MX,5,Winter,Oral,"Cantoni, Hessler-Wyser, Oveisi",FR/EN,0.0,0
MSE-369,Introduction to the finite elements method,bachelor,MX,1,Winter,During the semester,Drezet,FR,0.0,0
MSE-390,Materials project,bachelor,MX,7,Summer,During the semester,"Althaus, Goetze Wake, Profs divers",FR/EN,0.0,0
MSE-302,Phase transformations,bachelor,MX,3,Summer,Written,Cayron,FR,0.0,0
MSE-340,Polymer composites + Laboratory Work,bachelor,MX,4,Winter,Oral,"Bourban, Michaud",FR,0.0,0
MSE-304,Surfaces and interfaces,bachelor,MX,3,Winter,Oral,Stellacci,EN,0.0,0
MSE-212,Biology for engineers,bachelor,MX,2,Summer,Written,Zufferey,FR,0.0,0
MSE-203,Continuum mechanics ,bachelor,MX,4,Winter,During the semester,Drezet,FR,0.0,0
MSE-205,Materials mechanics,bachelor,MX,3,Summer,During the semester,Bourban,FR,0.0,0
MSE-236,Metals and alloys,bachelor,MX,3,Winter,Written,Drezet,FR,0.0,0
MSE-211,Organic chemistry,bachelor,MX,5,Winter,Written,"Chauvin, Frauenrath, Görl",EN,0.0,0
MSE-237,Practice in materials,bachelor,MX,2,Summer,During the semester,"Drezet, Durand",FR,0.0,0
MSE-213,Probability and statistics for materials science,bachelor,MX,3,Summer,Written,Moll,EN,0.0,0
MSE-206,Rheology and fluid mechanics,bachelor,MX,4,Summer,Written,Leterrier,FR,0.0,0
MSE-204,Thermodynamics for materials science,bachelor,MX,4,Winter,During the semester,Tileli,EN,0.0,0
MSE-209,Transfer phenomena in materials science,bachelor,MX,3,Summer,Written,Bowen,FR,0.0,0
ME-311,Dynamical effects in mechanical design,bachelor,GM,3,Summer,Written,Schiffmann,FR,0.0,0
EE-382,Electrical machines,bachelor,EL,3,Winter,Written,Hodder,FR,0.0,0
ME-372,Finite element method ,bachelor,GM,3,Winter,Written,Gallaire,FR,0.0,0
ME-341,Heat and mass transfer,bachelor,GM,4,Summer,Written,Tagliabue,EN,0.0,0
ME-344,Incompressible fluid mechanics,bachelor,GM,4,Winter,Written,Schneider,EN,0.0,0
ME-302,Mechanical design principles,bachelor,GM,4,Winter,During the semester,Paik,EN,0.0,0
ME-332,Mechanical vibrations,bachelor,GM,4,Winter,Written,Villanueva Torrijo,FR,0.0,0
ME-331,Solid mechanics,bachelor,GM,4,Summer,Written,Curtin,EN,0.0,0
ME-343,Compressible-fluid dynamics,bachelor,GM,4,Summer,Written,Noca,FR,0.0,0
ME-312,Design for X,bachelor,GM,2,Summer,During the semester,,FR,0.0,0
ME-324,Discrete-time control of dynamical systems,bachelor,GM,2,Summer,Written,Müllhaupt,FR,0.0,0
ME-371,Discretization methods in fluids,bachelor,GM,3,Summer,Written,Habisreutinger,FR,0.0,0
ME-380,Experimental methods in biomechanics,bachelor,GM,3,Summer,Oral,Pioletti,FR,0.0,0
ME-342,Introduction to turbomachinery,bachelor,GM,2,Summer,Written,Farhat,FR,0.0,0
ME-303,Microinformatique,bachelor,GM,4,Summer,During the semester,Rochat,FR,0.0,0
ME-351,Thermodynamics and energetics II,bachelor,GM,3,Summer,Written,Van Herle,FR,0.0,0
ME-314,Concurrent engineering project,bachelor,GM,5,Summer,During the semester,Profs divers,FR/EN,0.0,0
ME-301,Measurement technics,bachelor,GM,4,Summer,Oral,Agbeviade,FR,0.0,0
ME-201,Continuum mechanics,bachelor,GM,4,Summer,During the semester,Kolinski,EN,0.0,0
PHYS-201(b),General physics : electromagnetism,bachelor,PH,6,Winter,Written,Gruetter,FR,0.0,0
ME-232,Mechanics of structures,bachelor,GM,4,Winter,Written,Prenleloup,FR,0.0,0
ME-251,Thermodynamics and energetics I,bachelor,GM,4,Winter,Written,Haussener,EN,0.0,0
ME-221,Dynamical systems,bachelor,GM,3,Summer,Written,Sakar,EN,0.0,0
ME-271,Fluid flow,bachelor,GM,3,Summer,Written,Mulleners,FR,0.0,0
ME-212,Industrial production processes,bachelor,GM,4,Summer,Written,Boillat,FR,0.0,0
MSE-234,Mechanical behaviour of materials,bachelor,MX,4,Winter,Written,"Durand, Mortensen",FR,0.0,0
ME-202,Mechanical systems,bachelor,GM,4,Summer,Written,Soubielle,FR,0.0,0
ME-213,Programmation pour ingénieur,bachelor,GM,3,Summer,During the semester,Salzmann,FR,0.0,0
CS-398,Project in computer science I,bachelor,IN,8,Winter/Summer,During the semester,Profs divers,FR,0.0,0
CIVIL-597,Engineering internship,master,GC,0,Winter/Summer,Term paper,Profs divers,FR,0.0,0
CIVIL-599,Master project in Civil Engineering,master,GC,30,Winter/Summer,Oral,Profs divers,FR/EN,0.0,0
ENG-445,Building energetics,master,GC,3,Winter,During the semester,"Khovalyg, Licina",EN,0.0,0
CIVIL-420,Dynamic analysis of structures,master,GC,3,Winter,Written,Lestuzzi,FR,0.0,0
CIVIL-457,Fundamentals of traffic operations and control,master,GC,3,Winter,During the semester,Geroliminis,EN,0.0,0
CIVIL-402,Geomechanics,master,GC,3,Winter,Written,"Koliji, Laloui",EN,0.0,0
CIVIL-412,Hydraulic and hydroelectric structures and schemes,master,GC,3,Winter,Written,"De Almeida Manso, De Cesare",FR,0.0,0
CIVIL-475,Civil Engineering teaching unit: Docta Manus,master,GC,4,Winter,During the semester,"Baur, Fernandez-Ordoñez Hernandez, Fernández Ruiz, Guaita",FR,0.0,0
CIVIL-474,Civil engineering teaching unit: Sustainable construction,master,GC,4,Winter,During the semester,"Gnansounou, Nussbaumer, Wienold",FR,0.0,0
CIVIL-491,Civil system project,master,GC,4,Winter/Summer,During the semester,Profs divers,FR,0.0,0
CIVIL-490,Construction project,master,GC,4,Winter/Summer,During the semester,Profs divers,FR,0.0,0
PENS-490,ENAC project,master,GC,4,Winter/Summer,During the semester,Profs divers,FR,0.0,0
CIVIL-492,Laboratory GC,master,GC,4,Winter/Summer,During the semester,Profs divers,FR,0.0,0
PENS-491,Summer workshop,master,GC,4,Winter,During the semester,Profs divers,FR/EN,0.0,0
CIVIL-598,Pre-study master project,master,GC,3,Winter,During the semester,Profs divers,FR,0.0,0
CIVIL-443,Advanced composites in engineering structures,master,AR,3,Winter,Oral,Vassilopoulos,EN,0.0,0
CIVIL-422,Advanced continuum mechanics,master,GC,3,Winter,Oral,Molinari,EN,0.0,0
CIVIL-414,Advanced design of concrete structures,master,GC,3,Summer,During the semester,Fernandez-Ordoñez Hernandez,EN,0.0,0
CIVIL-435,Advanced steel design,master,GC,3,Summer,Written,Lignos,EN,0.0,0
CIVIL-476,Aesthetics of civil structures,master,GC,2,Summer,During the semester,Brühwiler,FR,0.0,0
ENV-508,Analysis and management of industrial risks,master,SIE,3,Summer,During the semester,Berriot,FR,0.0,0
CIVIL-464,Composites design and innovation,master,GC,3,Summer,Oral,"Molinari, Vassilopoulos",EN,0.0,0
CIVIL-423,Computational geomechanics,master,GC,4,Winter,During the semester,Lecampion,EN,0.0,0
CIVIL-430,Concrete bridges,master,GC,3,Winter,Oral,Muttoni,FR,0.0,0
ENG-470,Construction law for engineers I,master,GC,2,Winter,Written,"Mouvet, Müller, Zufferey",FR,0.0,0
ENG-471,Construction law for engineers II,master,GC,2,Summer,Oral,"Müller, Zufferey",FR,0.0,0
CIVIL-411,Dams and appurtenant hydraulic structures,master,GC,3,Winter,Oral,"De Almeida Manso, Mouvet",FR,0.0,0
CIVIL-557,Decision-aid methodologies in transportation,master,GC,4,Summer,Oral,"Dougui, Hillel",EN,0.0,0
CIVIL-459,Deep learning for autonomous vehicles,master,GC,6,Summer,During the semester,Alahi,EN,0.0,0
CIVIL-444,Energy geostructures,master,GC,4,Summer,During the semester,Laloui,EN,0.0,0
CIVIL-428,Engineering geology for geo-energy,master,GC,3,Summer,During the semester,Nussbaum,EN,0.0,0
CIVIL-436,Existing structures : basis,master,GC,3,Winter,During the semester,Brühwiler,FR,0.0,0
CIVIL-437,Existing structures : selected topics,master,GC,3,Summer,During the semester,Brühwiler,FR,0.0,0
CIVIL-515,Flood and dam break waves,master,GC,3,Summer,Oral,Ancey,FR,0.0,0
CIVIL-410,Fluvial hydraulics and river training works,master,GC,3,Winter,Oral,"André, Arborino, De Cesare",FR,0.0,0
CIVIL-403,Geology for construction and environment,master,GC,3,Winter,During the semester,Tacher,FR,0.0,0
CIVIL-448,Geophysics for engineers,master,GC,3,Summer,During the semester,"Kushnir, Violay",FR/EN,0.0,0
ENG-474,Impact studies,master,GC,3,Winter,Oral,"Devanthéry, Helfer, Schmidt",FR,0.0,0
CIVIL-460,Indoor air quality and ventilation,master,GC,4,Summer,During the semester,Licina,EN,0.0,0
CIVIL-424,Innovation for construction and the environment,master,GC,3,Winter,During the semester,"Laloui, Terzis",EN,0.0,0
CIVIL-442,Integrated planning of energy infrastructures ,master,GC,3,Summer,Oral,Gnansounou,FR,0.0,0
CIVIL-465,Introduction to research skills,master,GC,2,Winter,During the semester,"Althaus, Beyer, Weil",EN,0.0,0
CIVIL-532,Materials and structures,master,GC,3,Winter,Oral,Denarié,FR,0.0,0
CIVIL-447,Modelling of energy systems,master,GC,3,Winter,Oral,Gnansounou,FR,0.0,0
CIVIL-449,Nonlinear analysis of structures,master,GC,3,Winter,Written,"Beyer, Lignos",EN,0.0,0
CIVIL-493,Optional transdisciplinary project,master,GC,4,Winter/Summer,During the semester,Profs divers,FR,0.0,0
MATH-458,Programming concepts in scientific computing,master,MA,4,Winter,During the semester,Anciaux,EN,0.0,0
MGT-427,Project management and risk analysis,master,MTE,4,Winter,During the semester,Wieser,FR,0.0,0
CIVIL-510,Quantitative imaging for civil engineering,master,GC,3,Winter,During the semester,Andò,EN,0.0,0
CIVIL-438,Risk analysis and management,master,GC,3,Winter,Oral,"Defert, Vulliet",FR,0.0,0
ENV-418,River eco-morphology,master,GC,3,Winter,During the semester,"De Cesare, Gostner",FR,0.0,0
CIVIL-522,Seismic engineering,master,GC,3,Summer,Written,"Beyer, Saloustros",EN,0.0,0
CIVIL-527,Selected topics in mechanics of solids and structures,master,GC,3,Winter,Oral,,EN,0.0,0
CIVIL-530,Slope stability,master,GC,3,Summer,Written,Ferrari,EN,0.0,0
CIVIL-526,Steel structures,master,GC,3,Winter,Written,Nussbaumer,FR/EN,0.0,0
CIVIL-369,Structural stability,master,GC,4,Summer,Written,"De Abreu E Presa De Castro E Sousa, Lignos",EN,0.0,0
CIVIL-434,Structure and architecture,master,GC,3,Summer,During the semester,"Muttoni, Wahlen",FR,0.0,0
CIVIL-450,Thermodynamics of comfort in buildings,master,GC,3,Summer,During the semester,Khovalyg,EN,0.0,0
